"","die_idxs","player_idxs","outcome"
"1497","5","6",1
"1498","5","6",4
"1499","5","6",2
"1500","5","6",5
"1501","5","6",3
"1502","5","6",1
"1503","5","6",2
"1504","5","6",5
"1505","5","6",3
"1506","5","6",4
"1507","5","6",3
"1508","5","6",3
"1509","5","6",5
"1510","5","6",4
"1511","5","6",2
"1512","5","6",6
"1513","5","6",3
"1514","5","6",4
"1515","5","6",5
"1516","5","6",3
"1517","5","6",3
"1518","5","6",4
"1519","5","6",4
"1520","5","6",4
"1521","5","6",1
"1522","5","6",5
"1523","5","6",5
"1524","5","6",1
"1525","5","6",2
"1526","5","6",3
"1527","5","6",4
"1528","5","6",6
"1529","5","6",2
"1530","5","6",2
"1531","5","6",6
"1532","5","6",5
"1533","5","6",5
"1534","5","6",3
"1535","5","6",1
"1536","5","6",3
"1537","5","6",4
"1538","5","6",1
"1539","5","6",6
"1540","5","6",3
"1541","5","6",1
"1542","5","6",5
"1543","5","6",2
"1544","5","6",1
"1545","5","6",1
"1546","5","6",6
"1547","5","6",2
"1548","5","6",2
"1549","5","6",5
"1550","5","6",2
"1551","5","6",5
"1552","5","6",3
"1553","5","6",5
"1554","5","6",4
"1555","5","6",3
"1556","5","6",6
"1557","5","6",1
"1558","5","6",2
"1559","5","6",5
"1560","5","6",4
"1561","5","6",1
"1562","5","6",6
"1563","5","6",5
"1564","5","6",4
"1565","5","6",5
"1566","5","6",3
"1567","5","6",4
"1568","5","6",1
"1569","5","6",1
"1570","5","6",4
"1571","5","6",2
"1572","5","6",2
"1573","5","6",4
"1574","4","6",3
"1575","4","6",6
"1576","4","6",1
"1577","4","6",4
"1578","4","6",1
"1579","4","6",3
"1580","4","6",1
"1581","4","6",2
"1582","4","6",1
"1583","4","6",6
"1584","4","6",4
"1585","4","6",3
"1586","4","6",5
"1587","4","6",2
"1588","4","6",2
"1589","4","6",4
"1590","4","6",6
"1591","4","6",3
"1592","4","6",5
"1593","4","6",1
"1594","4","6",5
"1595","4","6",5
"1596","4","6",2
"1597","4","6",3
"1598","4","6",6
"1599","4","6",2
"1600","4","6",4
"1601","4","6",3
"1602","4","6",2
"1603","4","6",2
"1604","4","6",1
"1605","4","6",5
"1606","4","6",6
"1607","4","6",2
"1608","4","6",4
"1609","4","6",1
"1610","4","6",4
"1611","4","6",2
"1612","4","6",6
"1613","4","6",4
"1614","4","6",4
"1615","4","6",1
"1616","4","6",6
"1617","4","6",5
"1618","4","6",1
"1619","4","6",4
"1620","4","6",3
"1621","4","6",3
"1622","4","6",5
"1623","4","6",5
"1624","4","6",4
"1625","4","6",1
"1626","4","6",4
"1627","4","6",3
"1628","4","6",2
"1629","4","6",3
"1630","4","6",4
"1631","4","6",3
"1632","4","6",6
"1633","4","6",2
"1634","4","6",1
"1635","4","6",4
"1636","4","6",1
"1637","4","6",2
"1638","4","6",4
"1639","4","6",6
"1640","4","6",2
"1641","4","6",5
"1642","4","6",3
"1643","4","6",4
"1644","4","6",2
"1645","4","6",1
"1646","4","6",6
"1647","4","6",4
"1648","4","6",2
"1649","4","6",3
"1650","4","6",1
"1651","4","6",3
"1652","4","6",5
"1653","4","6",3
"1654","4","6",4
"1655","4","6",3
"1656","4","6",3
"1657","4","6",2
"1658","4","6",6
"1659","4","6",3
"1660","4","6",6
"1661","4","6",3
"1662","4","6",4
"1663","4","6",6
"1664","4","6",2
"1665","4","6",5
"1666","4","6",4
"1667","4","6",4
"1668","4","6",2
"1669","4","6",3
"1670","4","6",6
"1671","4","6",5
"1672","4","6",6
"1673","4","6",3
"1674","4","6",2
"1675","4","6",2
"1676","4","6",6
"1677","4","6",2
"1678","4","6",5
"1679","4","6",2
"1680","4","6",1
"1681","4","6",4
"1682","4","6",1
